,IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
2009,6,10.215.173.1,46526,142.251.186.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.gstatic.com,891,5542,7,7,2025-02-04T05:45:56.981-07:00,2025-02-04T05:46:31.285-07:00
2012,17,10.215.173.1,46895,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,90,1,1,2025-02-04T05:45:57.880-07:00,2025-02-04T05:45:57.902-07:00
2013,17,10.215.173.1,6890,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,124,1,1,2025-02-04T05:45:57.883-07:00,2025-02-04T05:45:57.901-07:00
2014,17,10.215.173.1,48008,142.250.113.95,443,10307,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,5337,5229,15,16,2025-02-04T05:45:57.906-07:00,2025-02-04T05:46:28.346-07:00
2045,17,10.215.173.1,16490,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,beacons.gvt2.com,62,78,1,1,2025-02-04T05:46:20.884-07:00,2025-02-04T05:46:20.940-07:00
2046,6,10.215.173.1,45276,142.250.113.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,beacons.gvt2.com,3893,7776,18,13,2025-02-04T05:46:20.949-07:00,2025-02-04T05:47:22.211-07:00
2047,17,10.215.173.1,41693,142.250.113.94,443,10272,Google Play Store,com.android.vending,QUIC,Closed,beacons.gvt2.com,4155,8899,6,10,2025-02-04T05:46:21.141-07:00,2025-02-04T05:46:21.290-07:00
2087,17,10.215.173.1,28426,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:47:54.474-07:00,2025-02-04T05:47:54.504-07:00
2088,17,10.215.173.1,30615,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:47:54.479-07:00,2025-02-04T05:47:54.504-07:00
2089,17,10.215.173.1,44714,142.251.186.156,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.googleadservices.com,2752,6823,12,11,2025-02-04T05:47:54.510-07:00,2025-02-04T05:47:54.835-07:00
2090,6,10.215.173.1,40022,142.251.186.156,443,10307,Chrome,com.android.chrome,TLS,Closed,www.googleadservices.com,100,88,2,2,2025-02-04T05:47:54.591-07:00,2025-02-04T05:47:54.626-07:00
2091,6,10.215.173.1,40038,142.251.186.156,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.googleadservices.com,737,4501,5,5,2025-02-04T05:47:54.597-07:00,2025-02-04T05:47:54.762-07:00
2146,17,10.215.173.1,5201,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,90,1,1,2025-02-04T05:47:57.839-07:00,2025-02-04T05:47:57.869-07:00
2147,17,10.215.173.1,42057,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ogads-pa.clients6.google.com,74,124,1,1,2025-02-04T05:47:57.841-07:00,2025-02-04T05:47:57.875-07:00
2148,17,10.215.173.1,39654,142.250.115.95,443,10307,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,2696,7685,14,14,2025-02-04T05:47:57.879-07:00,2025-02-04T05:48:00.583-07:00
2149,6,10.215.173.1,38288,142.250.115.95,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ogads-pa.clients6.google.com,994,11120,8,8,2025-02-04T05:47:57.955-07:00,2025-02-04T05:48:50.046-07:00
2150,17,10.215.173.1,45906,142.250.115.95,443,10307,Chrome,com.android.chrome,QUIC,Closed,ogads-pa.clients6.google.com,8355,12551,21,24,2025-02-04T05:47:58.067-07:00,2025-02-04T05:48:01.523-07:00
2151,6,10.215.173.1,38294,142.250.115.95,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ogads-pa.clients6.google.com,922,11079,7,7,2025-02-04T05:47:58.143-07:00,2025-02-04T05:48:50.046-07:00
2152,17,10.215.173.1,42288,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,134,1,1,2025-02-04T05:47:58.583-07:00,2025-02-04T05:47:58.605-07:00
2153,17,10.215.173.1,52702,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.googleadservices.com,70,95,1,1,2025-02-04T05:47:58.585-07:00,2025-02-04T05:47:58.606-07:00
2154,17,10.215.173.1,46697,142.251.116.156,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.googleadservices.com,2400,3082,8,8,2025-02-04T05:47:58.609-07:00,2025-02-04T05:47:58.737-07:00
2160,17,10.215.173.1,53917,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:47:59.598-07:00,2025-02-04T05:47:59.666-07:00
2161,17,10.215.173.1,23039,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:47:59.618-07:00,2025-02-04T05:47:59.667-07:00
2162,17,10.215.173.1,8669,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:47:59.630-07:00,2025-02-04T05:47:59.667-07:00
2163,17,10.215.173.1,33303,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:47:59.636-07:00,2025-02-04T05:47:59.668-07:00
2166,17,10.215.173.1,41574,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,3020,6270,8,7,2025-02-04T05:47:59.779-07:00,2025-02-04T05:47:59.973-07:00
2168,17,10.215.173.1,20188,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ssl.gstatic.com,61,77,1,1,2025-02-04T05:48:00.590-07:00,2025-02-04T05:48:00.606-07:00
2169,17,10.215.173.1,31556,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ssl.gstatic.com,61,118,1,1,2025-02-04T05:48:00.594-07:00,2025-02-04T05:48:00.615-07:00
2170,17,10.215.173.1,39813,142.250.114.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,ssl.gstatic.com,3656,6526,9,9,2025-02-04T05:48:00.614-07:00,2025-02-04T05:48:00.862-07:00
2171,17,10.215.173.1,53218,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,156,1,1,2025-02-04T05:48:00.647-07:00,2025-02-04T05:48:00.679-07:00
2172,17,10.215.173.1,27210,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:48:00.651-07:00,2025-02-04T05:48:00.687-07:00
2173,6,10.215.173.1,41216,142.250.114.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ssl.gstatic.com,909,5543,7,7,2025-02-04T05:48:00.685-07:00,2025-02-04T05:48:50.046-07:00
2174,17,10.215.173.1,49882,216.239.36.178,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,4852,7700,14,15,2025-02-04T05:48:00.690-07:00,2025-02-04T05:48:05.863-07:00
2175,6,10.215.173.1,44664,216.239.36.178,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,891,6149,7,7,2025-02-04T05:48:00.784-07:00,2025-02-04T05:48:50.051-07:00
2177,17,10.215.173.1,46317,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,3024,6255,8,7,2025-02-04T05:48:00.798-07:00,2025-02-04T05:48:01.001-07:00
2178,17,10.215.173.1,44257,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,2810,6256,4,7,2025-02-04T05:48:00.807-07:00,2025-02-04T05:48:00.989-07:00
2223,17,10.215.173.1,36179,10.215.173.2,53,10425,,,DNS,Closed,t1.gstatic.com,60,156,1,1,2025-02-04T05:48:54.021-07:00,2025-02-04T05:48:54.043-07:00
2228,17,10.215.173.1,48162,10.215.173.2,53,10425,,,DNS,Closed,t3.gstatic.com,60,156,1,1,2025-02-04T05:48:54.061-07:00,2025-02-04T05:48:54.087-07:00
2229,6,10.215.173.1,40706,142.250.114.106,443,10425,,,HTTPS,Closed,t1.gstatic.com,2926,11819,23,26,2025-02-04T05:48:54.062-07:00,2025-02-04T05:49:17.208-07:00
2230,17,10.215.173.1,20362,10.215.173.2,53,10425,,,DNS,Closed,t2.gstatic.com,60,156,1,1,2025-02-04T05:48:54.067-07:00,2025-02-04T05:48:54.116-07:00
2231,17,10.215.173.1,1331,10.215.173.2,53,10425,,,DNS,Closed,t0.gstatic.com,60,156,1,1,2025-02-04T05:48:54.079-07:00,2025-02-04T05:48:54.117-07:00
2233,6,10.215.173.1,40722,142.250.114.106,443,10425,,,HTTPS,Error,t3.gstatic.com,1103,4461,9,8,2025-02-04T05:48:54.105-07:00,2025-02-04T05:48:54.268-07:00
2234,6,10.215.173.1,40730,142.250.114.106,443,10425,,,HTTPS,Error,t3.gstatic.com,1143,4500,10,9,2025-02-04T05:48:54.109-07:00,2025-02-04T05:48:54.269-07:00
2236,6,10.215.173.1,43642,142.250.114.105,443,10425,,,HTTPS,Error,t0.gstatic.com,1103,4461,9,8,2025-02-04T05:48:54.120-07:00,2025-02-04T05:48:54.269-07:00
2237,6,10.215.173.1,47542,142.250.115.105,443,10425,,,HTTPS,Closed,t2.gstatic.com,1734,9041,15,15,2025-02-04T05:48:54.143-07:00,2025-02-04T05:49:17.209-07:00
2240,17,10.215.173.1,18762,10.215.173.2,53,10425,,,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:48:54.670-07:00,2025-02-04T05:48:54.700-07:00
2242,6,10.215.173.1,44100,142.251.116.94,443,10425,,,HTTPS,Closed,fonts.gstatic.com,2084,17316,13,12,2025-02-04T05:48:54.710-07:00,2025-02-04T05:49:17.211-07:00
2247,17,10.215.173.1,62911,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T05:48:56.311-07:00,2025-02-04T05:48:56.335-07:00
2248,17,10.215.173.1,16687,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,beacons.gcp.gvt2.com,66,153,1,1,2025-02-04T05:48:56.313-07:00,2025-02-04T05:48:56.335-07:00
2249,17,10.215.173.1,41660,172.253.63.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,beacons.gcp.gvt2.com,8095,7035,14,11,2025-02-04T05:48:56.340-07:00,2025-02-04T05:48:56.685-07:00
2250,6,10.215.173.1,49980,172.253.63.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,beacons.gcp.gvt2.com,978,5562,7,7,2025-02-04T05:48:56.475-07:00,2025-02-04T05:48:59.041-07:00
2277,17,10.215.173.1,19077,10.215.173.2,53,10425,,,DNS,Closed,googleads.g.doubleclick.net,73,137,1,1,2025-02-04T05:48:59.579-07:00,2025-02-04T05:48:59.611-07:00
2284,6,10.215.173.1,46946,142.251.116.156,443,10425,,,HTTPS,Closed,googleads.g.doubleclick.net,2345,7058,15,14,2025-02-04T05:48:59.628-07:00,2025-02-04T05:49:17.214-07:00
2285,17,10.215.173.1,62274,10.215.173.2,53,10425,,,DNS,Closed,static.doubleclick.net,68,100,1,1,2025-02-04T05:48:59.633-07:00,2025-02-04T05:48:59.657-07:00
2287,17,10.215.173.1,7514,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:48:59.641-07:00,2025-02-04T05:48:59.661-07:00
2288,17,10.215.173.1,33533,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:48:59.644-07:00,2025-02-04T05:48:59.666-07:00
2290,6,10.215.173.1,42946,142.250.114.149,443,10425,,,HTTPS,Closed,static.doubleclick.net,1987,6401,11,8,2025-02-04T05:48:59.664-07:00,2025-02-04T05:49:17.214-07:00
2291,17,10.215.173.1,43771,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,3903,24844,13,23,2025-02-04T05:48:59.670-07:00,2025-02-04T05:48:59.944-07:00
2299,17,10.215.173.1,1559,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,166,1,1,2025-02-04T05:49:00.150-07:00,2025-02-04T05:49:00.181-07:00
2300,17,10.215.173.1,7169,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,149,1,1,2025-02-04T05:49:00.154-07:00,2025-02-04T05:49:00.181-07:00
2303,6,10.215.173.1,41584,142.251.186.102,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,1848,28556,16,16,2025-02-04T05:49:00.187-07:00,2025-02-04T05:49:00.924-07:00
2311,17,10.215.173.1,13625,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T05:49:00.503-07:00,2025-02-04T05:49:00.924-07:00
2312,17,10.215.173.1,8133,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.gstatic.com,61,118,1,1,2025-02-04T05:49:00.594-07:00,2025-02-04T05:49:00.925-07:00
2317,17,10.215.173.1,29679,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:49:00.808-07:00,2025-02-04T05:49:00.937-07:00
2318,17,10.215.173.1,42075,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:49:00.810-07:00,2025-02-04T05:49:00.937-07:00
2319,17,10.215.173.1,45455,142.251.116.156,443,10425,,,QUIC,Closed,googleads.g.doubleclick.net,4479,7795,9,10,2025-02-04T05:49:00.829-07:00,2025-02-04T05:49:01.339-07:00
2320,17,10.215.173.1,46153,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,166,1,1,2025-02-04T05:49:00.831-07:00,2025-02-04T05:49:00.937-07:00
2321,17,10.215.173.1,65342,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:49:00.880-07:00,2025-02-04T05:49:00.937-07:00
2325,17,10.215.173.1,37389,142.251.186.102,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,3256,7669,10,14,2025-02-04T05:49:01.166-07:00,2025-02-04T05:49:01.476-07:00
2329,6,10.215.173.1,41602,142.251.186.102,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,1349,1649,7,7,2025-02-04T05:49:01.323-07:00,2025-02-04T05:49:02.949-07:00
2336,17,10.215.173.1,46512,142.251.186.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.gstatic.com,1598,6252,4,7,2025-02-04T05:49:02.056-07:00,2025-02-04T05:49:02.251-07:00
2338,17,10.215.173.1,42599,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,2812,6257,4,7,2025-02-04T05:49:02.192-07:00,2025-02-04T05:49:02.388-07:00
2342,17,10.215.173.1,48937,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T05:49:03.255-07:00,2025-02-04T05:49:03.279-07:00
2343,6,10.215.173.1,43256,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1135,5196,7,7,2025-02-04T05:49:03.286-07:00,2025-02-04T05:49:18.641-07:00
2358,17,10.215.173.1,43962,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,79,1,1,2025-02-04T05:49:06.475-07:00,2025-02-04T05:49:06.502-07:00
2359,17,10.215.173.1,42761,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,fonts.gstatic.com,63,88,1,1,2025-02-04T05:49:06.479-07:00,2025-02-04T05:49:06.502-07:00
2361,17,10.215.173.1,48331,142.251.116.94,443,10307,Chrome,com.android.chrome,QUIC,Closed,fonts.gstatic.com,4066,24857,18,23,2025-02-04T05:49:06.507-07:00,2025-02-04T05:49:06.788-07:00
2362,6,10.215.173.1,39488,142.251.116.94,443,10307,Chrome,com.android.chrome,HTTPS,Closed,fonts.gstatic.com,871,5510,6,6,2025-02-04T05:49:06.510-07:00,2025-02-04T05:49:18.642-07:00
2364,17,10.215.173.1,18080,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,156,1,1,2025-02-04T05:49:06.851-07:00,2025-02-04T05:49:06.874-07:00
2365,17,10.215.173.1,56647,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,149,1,1,2025-02-04T05:49:06.855-07:00,2025-02-04T05:49:06.875-07:00
2366,6,10.215.173.1,41354,216.239.36.178,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,3133,29774,23,24,2025-02-04T05:49:06.879-07:00,2025-02-04T05:49:18.642-07:00
2367,17,10.215.173.1,48064,216.239.36.178,443,10307,Chrome,com.android.chrome,QUIC,Closed,www.google-analytics.com,3969,7178,9,11,2025-02-04T05:49:07.081-07:00,2025-02-04T05:49:08.358-07:00
2376,17,10.215.173.1,15155,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pubmatic.com,62,145,1,1,2025-02-04T05:49:07.843-07:00,2025-02-04T05:49:07.881-07:00
2377,17,10.215.173.1,37662,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pubmatic.com,62,187,1,1,2025-02-04T05:49:07.844-07:00,2025-02-04T05:49:07.882-07:00
2378,17,10.215.173.1,37909,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,hb.brainlyads.com,63,79,1,1,2025-02-04T05:49:07.852-07:00,2025-02-04T05:49:07.891-07:00
2379,17,10.215.173.1,7289,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,hb.brainlyads.com,63,131,1,1,2025-02-04T05:49:07.853-07:00,2025-02-04T05:49:07.891-07:00
2386,6,10.215.173.1,40728,173.223.108.212,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ads.pubmatic.com,2568,84077,33,32,2025-02-04T05:49:07.887-07:00,2025-02-04T05:49:18.643-07:00
2387,6,10.215.173.1,46806,23.20.158.212,443,10307,Chrome,com.android.chrome,HTTPS,Closed,hb.brainlyads.com,4218,306519,73,72,2025-02-04T05:49:07.897-07:00,2025-02-04T05:49:18.643-07:00
2391,6,10.215.173.1,46818,23.20.158.212,443,10307,Chrome,com.android.chrome,HTTPS,Closed,hb.brainlyads.com,757,7445,5,5,2025-02-04T05:49:07.946-07:00,2025-02-04T05:49:08.061-07:00
2406,17,10.215.173.1,52330,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,match.adsrvr.org,62,126,1,1,2025-02-04T05:49:08.566-07:00,2025-02-04T05:49:08.609-07:00
2407,17,10.215.173.1,3670,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,match.adsrvr.org,62,127,1,1,2025-02-04T05:49:08.567-07:00,2025-02-04T05:49:08.610-07:00
2410,17,10.215.173.1,49142,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,cm.g.doubleclick.net,66,130,1,1,2025-02-04T05:49:08.575-07:00,2025-02-04T05:49:08.610-07:00
2411,17,10.215.173.1,46294,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,cm.g.doubleclick.net,66,126,1,1,2025-02-04T05:49:08.579-07:00,2025-02-04T05:49:08.610-07:00
2421,6,10.215.173.1,37666,3.33.220.150,443,10307,Chrome,com.android.chrome,HTTPS,Closed,match.adsrvr.org,3026,8466,20,19,2025-02-04T05:49:08.617-07:00,2025-02-04T05:49:18.644-07:00
2422,6,10.215.173.1,37678,3.33.220.150,443,10307,Chrome,com.android.chrome,HTTPS,Closed,match.adsrvr.org,962,4456,7,7,2025-02-04T05:49:08.620-07:00,2025-02-04T05:49:08.794-07:00
2424,6,10.215.173.1,38896,142.250.113.157,443,10307,Chrome,com.android.chrome,HTTPS,Closed,cm.g.doubleclick.net,2058,6972,15,15,2025-02-04T05:49:08.625-07:00,2025-02-04T05:49:18.644-07:00
2451,17,10.215.173.1,46592,142.250.113.157,443,10307,Chrome,com.android.chrome,QUIC,Closed,cm.g.doubleclick.net,3914,7980,13,15,2025-02-04T05:49:09.133-07:00,2025-02-04T05:49:09.609-07:00
2479,17,10.215.173.1,24518,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pubmatic.com,62,145,1,1,2025-02-04T05:49:15.540-07:00,2025-02-04T05:49:15.563-07:00
2480,17,10.215.173.1,18085,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pubmatic.com,62,187,1,1,2025-02-04T05:49:15.545-07:00,2025-02-04T05:49:15.559-07:00
2481,6,10.215.173.1,40738,173.223.108.212,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ads.pubmatic.com,954,4394,6,6,2025-02-04T05:49:15.569-07:00,2025-02-04T05:49:20.726-07:00
2482,6,10.215.173.1,40740,173.223.108.212,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ads.pubmatic.com,1996,13210,14,13,2025-02-04T05:49:15.573-07:00,2025-02-04T05:49:31.130-07:00
2485,17,10.215.173.1,22162,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,prg.smartadserver.com,67,341,1,1,2025-02-04T05:49:15.624-07:00,2025-02-04T05:49:15.640-07:00
2486,17,10.215.173.1,47551,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,prg.smartadserver.com,67,247,1,1,2025-02-04T05:49:15.626-07:00,2025-02-04T05:49:15.672-07:00
2490,6,10.215.173.1,42176,23.83.76.35,443,10307,Chrome,com.android.chrome,HTTPS,Closed,prg.smartadserver.com,5253,17325,31,23,2025-02-04T05:49:15.659-07:00,2025-02-04T05:49:30.347-07:00
2491,6,10.215.173.1,42190,23.83.76.35,443,10307,Chrome,com.android.chrome,HTTPS,Closed,prg.smartadserver.com,897,4154,7,7,2025-02-04T05:49:15.660-07:00,2025-02-04T05:49:15.876-07:00
2492,6,10.215.173.1,42204,23.83.76.35,443,10307,Chrome,com.android.chrome,HTTPS,Closed,prg.smartadserver.com,897,4153,7,7,2025-02-04T05:49:15.663-07:00,2025-02-04T05:49:15.882-07:00
2513,17,10.215.173.1,10412,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,analytics.slashdotmedia.com,73,89,1,1,2025-02-04T05:49:16.195-07:00,2025-02-04T05:49:16.225-07:00
2514,17,10.215.173.1,14905,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,analytics.slashdotmedia.com,73,129,1,1,2025-02-04T05:49:16.197-07:00,2025-02-04T05:49:16.227-07:00
2518,6,10.215.173.1,41076,216.105.38.9,443,10307,Chrome,com.android.chrome,HTTPS,Closed,analytics.slashdotmedia.com,4410,70996,25,25,2025-02-04T05:49:16.240-07:00,2025-02-04T05:49:31.143-07:00
2523,17,10.215.173.1,30380,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pro-market.net,64,168,1,1,2025-02-04T05:49:16.335-07:00,2025-02-04T05:49:16.388-07:00
2524,17,10.215.173.1,33259,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pro-market.net,64,197,1,1,2025-02-04T05:49:16.338-07:00,2025-02-04T05:49:16.389-07:00
2527,17,10.215.173.1,11832,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,166,1,1,2025-02-04T05:49:16.351-07:00,2025-02-04T05:49:16.392-07:00
2528,17,10.215.173.1,29890,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,www.google-analytics.com,70,127,1,1,2025-02-04T05:49:16.357-07:00,2025-02-04T05:49:16.393-07:00
2537,6,10.215.173.1,37776,23.218.232.189,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ads.pro-market.net,1530,6363,8,8,2025-02-04T05:49:16.396-07:00,2025-02-04T05:49:20.726-07:00
2539,6,10.215.173.1,38710,142.251.186.113,443,10307,Chrome,com.android.chrome,HTTPS,Closed,www.google-analytics.com,1888,28595,17,17,2025-02-04T05:49:16.404-07:00,2025-02-04T05:49:20.726-07:00
2543,17,10.215.173.1,33534,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,securepubads.g.doubleclick.net,76,140,1,1,2025-02-04T05:49:16.487-07:00,2025-02-04T05:49:16.506-07:00
2544,17,10.215.173.1,15764,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,securepubads.g.doubleclick.net,76,101,1,1,2025-02-04T05:49:16.490-07:00,2025-02-04T05:49:16.525-07:00
2545,6,10.215.173.1,46532,142.250.114.155,443,10307,Chrome,com.android.chrome,HTTPS,Closed,securepubads.g.doubleclick.net,4163,212470,62,61,2025-02-04T05:49:16.517-07:00,2025-02-04T05:49:20.727-07:00
2551,17,10.215.173.1,46774,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ad.doubleclick.net,64,96,1,1,2025-02-04T05:49:16.655-07:00,2025-02-04T05:49:16.686-07:00
2552,17,10.215.173.1,26820,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ad.doubleclick.net,64,89,1,1,2025-02-04T05:49:16.659-07:00,2025-02-04T05:49:16.686-07:00
2555,17,10.215.173.1,41918,142.251.186.149,443,10307,Chrome,com.android.chrome,QUIC,Closed,ad.doubleclick.net,3599,7098,10,10,2025-02-04T05:49:16.691-07:00,2025-02-04T05:49:16.953-07:00
2559,17,10.215.173.1,12611,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,pubads.g.doubleclick.net,70,134,1,1,2025-02-04T05:49:16.760-07:00,2025-02-04T05:49:16.800-07:00
2560,17,10.215.173.1,22164,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,pubads.g.doubleclick.net,70,95,1,1,2025-02-04T05:49:16.767-07:00,2025-02-04T05:49:16.801-07:00
2563,17,10.215.173.1,48560,142.251.116.157,443,10307,Chrome,com.android.chrome,QUIC,Closed,pubads.g.doubleclick.net,3891,8646,25,29,2025-02-04T05:49:16.816-07:00,2025-02-04T05:49:34.591-07:00
2565,17,10.215.173.1,46241,142.250.114.155,443,10307,Chrome,com.android.chrome,QUIC,Closed,securepubads.g.doubleclick.net,12354,66822,49,69,2025-02-04T05:49:16.872-07:00,2025-02-04T05:49:35.600-07:00
2570,17,10.215.173.1,19864,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pro-market.net,64,168,1,1,2025-02-04T05:49:17.088-07:00,2025-02-04T05:49:17.106-07:00
2571,17,10.215.173.1,7291,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,ads.pro-market.net,64,197,1,1,2025-02-04T05:49:17.092-07:00,2025-02-04T05:49:17.128-07:00
2574,6,10.215.173.1,38896,23.218.232.189,443,10307,Chrome,com.android.chrome,HTTPS,Closed,ads.pro-market.net,1629,13573,11,11,2025-02-04T05:49:17.131-07:00,2025-02-04T05:49:31.129-07:00
2580,17,10.215.173.1,34542,10.215.173.2,53,10307,Chrome,com.android.chrome,DNS,Closed,match.adsrvr.org,62,126,1,1,2025-02-04T05:49:17.199-07:00,2025-02-04T05:49:17.333-07:00
