,IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
3727,17,10.215.173.1,8929,10.215.173.2,53,10351,Hello You,com.motorola.ccc.notification,DNS,Closed,googleads.g.doubleclick.net,73,137,1,1,2025-02-04T08:04:25.737-07:00,2025-02-04T08:04:25.759-07:00
3728,6,10.215.173.1,42678,142.250.114.154,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,googleads.g.doubleclick.net,2096,7641,14,13,2025-02-04T08:04:25.781-07:00,2025-02-04T08:04:50.727-07:00
3729,17,10.215.173.1,50836,10.215.173.2,53,10285,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T08:04:25.874-07:00,2025-02-04T08:04:25.904-07:00
3730,17,10.215.173.1,38617,10.215.173.2,53,10285,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T08:04:25.878-07:00,2025-02-04T08:04:25.905-07:00
3731,6,10.215.173.1,46764,142.251.186.94,80,10285,Google,com.google.android.googlequicksearchbox,HTTP,Closed,www.gstatic.com,571,3023,4,4,2025-02-04T08:04:25.919-07:00,2025-02-04T08:05:30.795-07:00
3732,17,10.215.173.1,38400,142.251.186.94,443,10285,Google,com.google.android.googlequicksearchbox,QUIC,Closed,www.gstatic.com,4143,67083,39,61,2025-02-04T08:04:25.951-07:00,2025-02-04T08:04:26.442-07:00
3764,17,10.215.173.1,60514,10.215.173.2,53,10351,Hello You,com.motorola.ccc.notification,DNS,Closed,c.amazon-adsystem.com,67,126,1,1,2025-02-04T08:05:05.634-07:00,2025-02-04T08:05:05.659-07:00
3765,6,10.215.173.1,47316,18.154.97.124,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,c.amazon-adsystem.com,1279,6536,11,11,2025-02-04T08:05:05.699-07:00,2025-02-04T08:05:23.504-07:00
3774,6,10.215.173.1,41938,142.250.114.154,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,googleads.g.doubleclick.net,2104,7721,15,15,2025-02-04T08:05:19.620-07:00,2025-02-04T08:05:23.547-07:00
3782,17,10.215.173.1,21050,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T08:05:31.329-07:00,2025-02-04T08:05:31.378-07:00
3783,17,10.215.173.1,28997,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T08:05:31.340-07:00,2025-02-04T08:05:31.379-07:00
3784,6,10.215.173.1,43712,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1215,5277,9,9,2025-02-04T08:05:31.423-07:00,2025-02-04T08:05:49.586-07:00
3785,6,10.215.173.1,43716,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1175,5238,8,8,2025-02-04T08:05:31.432-07:00,2025-02-04T08:05:49.572-07:00
3786,6,10.215.173.1,43714,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1215,5276,9,9,2025-02-04T08:05:31.441-07:00,2025-02-04T08:05:49.572-07:00
3788,6,10.215.173.1,42032,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1175,5237,8,8,2025-02-04T08:05:33.275-07:00,2025-02-04T08:05:49.563-07:00
3791,17,10.215.173.1,24380,10.215.173.2,53,10351,Hello You,com.motorola.ccc.notification,DNS,Closed,c.amazon-adsystem.com,67,126,1,1,2025-02-04T08:05:41.237-07:00,2025-02-04T08:05:41.271-07:00
3792,6,10.215.173.1,43974,18.154.97.124,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,c.amazon-adsystem.com,1239,6496,10,10,2025-02-04T08:05:41.297-07:00,2025-02-04T08:05:53.135-07:00
3794,17,10.215.173.1,34970,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,beacons.gcp.gvt2.com,66,112,1,1,2025-02-04T08:05:42.321-07:00,2025-02-04T08:05:42.342-07:00
3796,6,10.215.173.1,44382,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,beacons.gcp.gvt2.com,3917,8027,19,19,2025-02-04T08:05:42.377-07:00,2025-02-04T08:05:49.558-07:00
3797,17,10.215.173.1,38223,142.250.115.94,443,10272,Google Play Store,com.android.vending,QUIC,Closed,beacons.gcp.gvt2.com,4155,8911,6,10,2025-02-04T08:05:42.636-07:00,2025-02-04T08:05:42.854-07:00
3808,6,10.215.173.1,48652,142.250.114.154,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,googleads.g.doubleclick.net,2024,7640,13,13,2025-02-04T08:05:51.306-07:00,2025-02-04T08:05:53.152-07:00
3810,6,10.215.173.1,40268,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1215,5276,9,9,2025-02-04T08:05:59.328-07:00,2025-02-04T08:06:06.807-07:00
3816,6,10.215.173.1,41808,18.154.97.124,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,c.amazon-adsystem.com,1279,6536,11,11,2025-02-04T08:06:16.217-07:00,2025-02-04T08:06:56.333-07:00
3819,6,10.215.173.1,38168,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1175,5238,8,8,2025-02-04T08:06:17.208-07:00,2025-02-04T08:07:07.838-07:00
3820,6,10.215.173.1,38174,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1509,5523,10,10,2025-02-04T08:06:17.413-07:00,2025-02-04T08:07:07.631-07:00
3828,6,10.215.173.1,40324,142.250.114.154,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,googleads.g.doubleclick.net,2056,7641,13,13,2025-02-04T08:06:32.225-07:00,2025-02-04T08:06:56.351-07:00
3839,17,10.215.173.1,47191,10.215.173.2,53,10244,Google Play services,com.google.android.gms,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T08:06:48.619-07:00,2025-02-04T08:06:48.644-07:00
3840,17,10.215.173.1,47818,142.251.186.94,443,10244,Google Play services,com.google.android.gms,QUIC,Closed,www.gstatic.com,5157,19194,19,22,2025-02-04T08:06:48.716-07:00,2025-02-04T08:06:49.079-07:00
3841,6,10.215.173.1,48800,142.251.186.94,443,10244,Google Play services,com.google.android.gms,HTTPS,Closed,www.gstatic.com,2059,6594,6,6,2025-02-04T08:06:48.835-07:00,2025-02-04T08:07:52.943-07:00
3860,17,10.215.173.1,24133,10.215.173.2,53,10351,Hello You,com.motorola.ccc.notification,DNS,Closed,c.amazon-adsystem.com,67,126,1,1,2025-02-04T08:07:10.049-07:00,2025-02-04T08:07:10.092-07:00
3861,6,10.215.173.1,37516,18.154.97.124,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,c.amazon-adsystem.com,1199,6432,9,9,2025-02-04T08:07:10.098-07:00,2025-02-04T08:08:13.285-07:00
3862,17,10.215.173.1,23871,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T08:07:12.563-07:00,2025-02-04T08:07:12.599-07:00
3863,6,10.215.173.1,38668,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1175,5237,8,8,2025-02-04T08:07:12.608-07:00,2025-02-04T08:07:17.197-07:00
3870,6,10.215.173.1,47400,142.250.114.154,443,10351,Hello You,com.motorola.ccc.notification,HTTPS,Closed,googleads.g.doubleclick.net,2024,7641,13,13,2025-02-04T08:07:18.007-07:00,2025-02-04T08:08:18.297-07:00
3872,6,10.215.173.1,38684,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1469,5483,9,9,2025-02-04T08:07:19.929-07:00,2025-02-04T08:08:38.332-07:00
3890,17,10.215.173.1,37913,10.215.173.2,53,10285,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T08:11:05.400-07:00,2025-02-04T08:11:05.568-07:00
3891,17,10.215.173.1,8288,10.215.173.2,53,10285,Google,com.google.android.googlequicksearchbox,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T08:11:05.408-07:00,2025-02-04T08:11:05.639-07:00
3892,17,10.215.173.1,38116,142.251.186.94,443,10285,Google,com.google.android.googlequicksearchbox,QUIC,Closed,www.gstatic.com,4682,10930,12,13,2025-02-04T08:11:05.588-07:00,2025-02-04T08:11:05.857-07:00
3893,17,10.215.173.1,37649,10.215.173.2,53,10285,Google,com.google.android.googlequicksearchbox,DNS,Closed,www.gstatic.com,61,77,1,1,2025-02-04T08:11:05.590-07:00,2025-02-04T08:11:05.649-07:00
3894,17,10.215.173.1,36897,10.215.173.2,53,10285,Google,com.google.android.googlequicksearchbox,DNS,Closed,encrypted-tbn0.gstatic.com,72,168,1,1,2025-02-04T08:11:05.644-07:00,2025-02-04T08:11:05.673-07:00
3895,6,10.215.173.1,37064,142.251.186.94,443,10285,Google,com.google.android.googlequicksearchbox,HTTPS,Closed,www.gstatic.com,2275,6674,9,8,2025-02-04T08:11:05.652-07:00,2025-02-04T08:12:09.489-07:00
3896,6,10.215.173.1,49942,142.250.115.101,443,10285,Google,com.google.android.googlequicksearchbox,HTTPS,Closed,encrypted-tbn0.gstatic.com,2182,6665,8,7,2025-02-04T08:11:05.676-07:00,2025-02-04T08:11:05.846-07:00
3897,6,10.215.173.1,49948,142.250.115.101,443,10285,Google,com.google.android.googlequicksearchbox,HTTPS,Closed,encrypted-tbn0.gstatic.com,3360,41381,23,25,2025-02-04T08:11:05.681-07:00,2025-02-04T08:12:09.490-07:00
3912,17,10.215.173.1,40490,10.215.173.2,53,10272,Google Play Store,com.android.vending,DNS,Closed,connectivitycheck.gstatic.com,75,91,1,1,2025-02-04T08:11:15.174-07:00,2025-02-04T08:11:15.227-07:00
3913,6,10.215.173.1,37082,142.250.115.94,443,10272,Google Play Store,com.android.vending,HTTPS,Closed,connectivitycheck.gstatic.com,1135,5198,7,7,2025-02-04T08:11:15.233-07:00,2025-02-04T08:12:19.561-07:00
